"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-21",,,"51",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-22",,,"53",",,W","47",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-23",,,"53",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-24",,,"54",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-25",,,"53",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-26",,,"53",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-27",,,"52",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-28",,,"53",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-29",,,"51",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-30",,,"54",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-01-31",,,"55",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-01",,,"51",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-02",,,"47",",,W","33",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-03",,,"48",",,W","30",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-04",,,"48",",,W","33",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-05",,,"51",",,W","39",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-06",,,"51",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-07",,,"52",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-08",,,"50",",,W","40",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-09",,,"52",",,W","36",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-10",,,"52",",,W","41",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-11",,,"53",",,W","41",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-12",,,"53",",,W","36",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-13",,,"51",",,W","42",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-14",,,"52",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-15",,,"51",",,W","39",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-16",,,"53",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-17",,,"52",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-18",,,"56",",,W","40",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-19",,,"53",",,W","34",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-20",,,"54",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-21",,,"54",",,W","35",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-22",,,"52",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-23",,,"53",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-24",,,"52",",,W","33",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-25",,,"55",",,W","36",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-26",,,"54",",,W","37",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-27",,,"54",",,W","42",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-28",,,"51",",,W","42",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-02-29",,,"51",",,W","39",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-01",,,"55",",,W","42",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-02",,,"53",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-03",,,"54",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-04",,,"54",",,W","42",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-05",,,"51",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-06",,,"52",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-07",,,"51",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-08",,,"51",",,W","41",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-09",,,"55",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-10",,,"56",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-11",,,"55",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-12",,,"54",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-13",,,"51",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-14",,,"49",",,W","40",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-15",,,"49",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-16",,,"53",",,W","35",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-17",,,"48",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-18",,,"53",",,W","40",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-19",,,"53",",,W","40",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-20",,,"57",",,W","37",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-21",,,"56",",,W","38",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-22",,,"53",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-23",,,"53",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-24",,,"50",",,W","40",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-25",,,"50",",,W","37",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-26",,,"53",",,W","33",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-27",,,"53",",,W","39",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-28",,,"55",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-29",,,"56",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-30",,,"52",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-03-31",,,"55",",,W","39",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-01",,,"52",",,W","36",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-02",,,"53",",,W","34",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-03",,,"52",",,W","35",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-04",,,"55",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-05",,,"54",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-06",,,"56",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-07",,,"57",",,W","41",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-08",,,"60",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-09",,,"57",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-10",,,"57",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-11",,,"56",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-12",,,"57",",,W","39",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-13",,,"59",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-14",,,"59",",,W","41",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-15",,,"56",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-16",,,"63",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-17",,,"54",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-18",,,"57",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-19",,,"56",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-20",,,"56",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-21",,,"58",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-22",,,"55",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-23",,,"58",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-24",,,"59",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-25",,,"60",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-26",,,"57",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-27",,,"61",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-28",,,"58",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-29",,,"60",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-04-30",,,"58",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-01",,,"62",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-02",,,"57",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-03",,,"58",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-04",,,"59",",,W","41",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-05",,,"62",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-06",,,"59",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-07",,,"62",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-08",,,"57",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-09",,,"59",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-10",,,"60",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-11",,,"62",",,W","47",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-12",,,"57",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-13",,,"56",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-14",,,"59",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-15",,,"60",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-16",,,"64",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-17",,,"61",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-18",,,"60",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-19",,,"61",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-20",,,"61",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-21",,,"61",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-22",,,"60",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-23",,,"59",",,W","44",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-24",,,"60",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-25",,,"60",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-26",,,"64",",,W","53",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-27",,,"61",",,W","56",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-28",,,"62",",,W","56",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-29",,,"62",",,W","56",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-30",,,"56",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-05-31",,,"61",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-01",,,"60",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-02",,,"60",",,W","47",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-03",,,"59",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-04",,,"61",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-05",,,"60",",,W","53",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-06",,,"60",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-07",,,"60",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-08",,,"64",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-09",,,"68",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-10",,,"73",",,W","57",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-11",,,"71",",,W","59",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-12",,,"66",",,W","55",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-13",,,"66",",,W","55",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-14",,,"67",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-15",,,"61",",,W","56",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-16",,,"65",",,W","54",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-17",,,"64",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-18",,,"64",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-19",,,"62",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-20",,,"67",",,W","54",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-21",,,"62",",,W","54",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-22",,,"65",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-23",,,"64",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-24",,,"62",",,W","53",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-25",,,"62",",,W","51",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-26",,,"64",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-27",,,"62",",,W","52",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-28",,,"60",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-29",,,"61",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-06-30",,,"59",",,W","49",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-01",,,"58",",,W","43",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-02",,,"61",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-03",,,"60",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-04",,,"60",",,W","45",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-05",,,"60",",,W","46",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-06",,,"58",",,W","50",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-07",,,"61",",,W","48",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-08",,,"61",",,W","47",",,W"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78361","-124.23796","17.0","2020-07-09",,,"61",",,W","51",",,W"
